Statement,Link,Date,Source,Label
"Says Virginia Gov. Ralph Northam said ‘You will give up your guns if you don’t I’ll have the National Guard cut your power your phone lines and your internet. Then if you still refuse to comply I’ll have you killed.’""",https://www.politifact.com/factchecks/2020/jan/02/facebook-posts/no-northam-will-not-cut-power-kill-virginians-who-/,1/2/2020 0:00,Facebook posts,pants-fire
China produces 90% of the world’s carbon emissions pollution.,https://www.politifact.com/factchecks/2020/jan/02/facebook-posts/false-image-overstates-pollution-china/,1/2/2020 0:00,Facebook posts,FALSE
Florida school drops Common Core – soars to number one,https://www.politifact.com/factchecks/2020/jan/02/blog-posting/no-florida-school-did-not-ditch-common-core-and-th/,1/2/2020 0:00,Bloggers,FALSE
Says that four Democrats — Sheila Jackson Lee Joe Biden Elizabeth Warren and Alexandria Ocasio-Cortez — made specific suspect remarks about such topics as the Constitution abortion and guns.,https://www.politifact.com/factchecks/2020/jan/02/facebook-posts/social-media-post-recycles-debunked-quotes-joe-bid/,1/2/2020 0:00,Facebook posts,FALSE
Cory Booker’s son charged with assault after attack on Santa.,https://www.politifact.com/factchecks/2020/jan/02/blog-posting/fake-news-site-invents-attack-santa-non-existent-c/,1/2/2020 0:00,Bloggers,pants-fire
"Says Nancy Pelosi said if impeachment ""doesn’t go through I’ll resign.""",https://www.politifact.com/factchecks/2020/jan/02/blog-posting/fake-news-says-pelosi-resign-if-impeachment-fails/,1/2/2020 0:00,Bloggers,pants-fire
You have literally 140 people dying every day of opioid-related overdoses.,https://www.politifact.com/factchecks/2019/dec/31/eric-schmitt/schmitt-rates-mostly-true-claim-about-opioid-death/,12/30/2019 0:00,Eric Schmitt,mostly-true
It’s nothing I do but the probation office here in the Eastern District of Missouri is the best in the country. They have about a 7.5% recidivism rate compared to national averages of 70 or 80%,https://www.politifact.com/factchecks/2019/dec/31/jeff-jensen/jensen-half-true-st-louis-office-recidivism-rate/,12/30/2019 0:00,Jeff Jensen,half-true
On whether he can release one day’s worth of emails.,https://www.politifact.com/factchecks/2019/dec/27/tony-evers/evers-flips-whether-he-can-release-emails/,12/27/2019 0:00,Tony Evers,full-flop
"The United States is the only nation ""that grants legal permanent residency to more than a million people per year.""",https://www.politifact.com/factchecks/2019/dec/26/ron-johnson/sen-ron-johnson-hits-bulls-eye-claim-us-leading-gr/,12/26/2019 0:00,Ron Johnson,TRUE
"Says his opponent for NC Insurance Commissioner is a ""perennial candidate"" over 30 years.",https://www.politifact.com/factchecks/2019/dec/23/wayne-goodwin/nc-democrat-makes-claim-about-insurance-commission/,12/23/2019 0:00,Wayne Goodwin,mostly-true
From 2000 to 2016 every major drug that was introduced came out of National Institutes of Health funding.,https://www.politifact.com/factchecks/2019/dec/22/sean-casten/casten-partly-right-about-federal-contribution-new/,12/22/2019 0:00,Sean Casten,half-true
Defendants charged with producing directing or promoting an obscene sexual performance by a child will be arraigned & set free.,https://www.politifact.com/factchecks/2019/dec/22/new-york-city-police-benevolent-association/police-union-criticizes-new-bail-law/,12/22/2019 0:00,New York City Police Benevolent Association,mostly-true
"Says Virginia Gov. Ralph Northam is planning to cut off the electricity ""so Virginia residents cannot reveal what is happening once gun confiscation begins to take place.""",https://www.politifact.com/factchecks/2019/dec/20/facebook-posts/twitter-bots-spread-white-supremacists-bogus-story/,12/20/2019 0:00,Facebook posts,pants-fire
I am very proud that I am the only candidate in the Democratic primary to have voted against all of Trump's defense budgets.,https://www.politifact.com/factchecks/2019/dec/20/bernie-sanders/bernie-sanders-wrong-twice-claim-about-defense-bud/,12/20/2019 0:00,Bernie Sanders,FALSE
You have to have congressional authority to close Guantanamo Bay prison.,https://www.politifact.com/factchecks/2019/dec/20/joe-biden/congress-put-roadblocks-front-efforts-close-gitmo-/,12/20/2019 0:00,Joe Biden,mostly-true
"Says Bill Gates will provide ""money-500K car phone visa"" or other gifts if you email him.",https://www.politifact.com/factchecks/2019/dec/20/facebook-posts/no-bill-gates-wont-give-you-money-just-asking/,12/20/2019 0:00,Facebook posts,pants-fire
"Says the California congressional district he represents ""has a higher GDP than Russia.""",https://www.politifact.com/factchecks/2019/dec/20/ro-khanna/does-ro-khannas-district-have-bigger-gdp-russia-no/,12/20/2019 0:00,Ro Khanna,FALSE
Says a photo shows a white man smiling while holding a black man with a bloody face.,https://www.politifact.com/factchecks/2019/dec/20/facebook-posts/facebook-post-gives-wrong-impression-photo-black-m/,12/20/2019 0:00,Facebook posts,FALSE
104 House Democrats voted for impeachment before the Ukraine call took place.,https://www.politifact.com/factchecks/2019/dec/20/jim-sensenbrenner/wisconsin-us-rep-jim-sensenbrenner-misfires-claim-/,12/20/2019 0:00,Jim Sensenbrenner,barely-true
80% of children born in developing countries die of cancer each year.,https://www.politifact.com/factchecks/2019/dec/20/michael-mccaul/mortality-rate-childhood-cancer-mccaul-texas/,12/20/2019 0:00,Michael McCaul,barely-true
"Says the New York Times reported that Hillary Clinton and George Soros ""paid (a) woman to accuse Trump of sexual attack.""",https://www.politifact.com/factchecks/2019/dec/20/blog-posting/conservative-site-falsely-links-hillary-clinton-ge/,12/20/2019 0:00,Bloggers,FALSE
Last year 36 million Americans didn’t have a prescription filled because they couldn’t afford it.,https://www.politifact.com/factchecks/2019/dec/20/elizabeth-warren/warrens-argument-millions-cant-afford-their-rx-dru/,12/20/2019 0:00,Elizabeth Warren,TRUE
They banned face masks in Hong Kong. Why? Because they have AI technology that now is using facial recognition to identify protesters if they so much as do anything on the street so they can follow up with them and detain them later.,https://www.politifact.com/factchecks/2019/dec/20/andrew-yang/yangs-account-hong-kongs-face-mask-ban-misses-some/,12/20/2019 0:00,Andrew Yang,half-true
If you're a black woman you're 320% more likely to die from complications in childbirth.,https://www.politifact.com/factchecks/2019/dec/20/andrew-yang/yang-cites-maternal-mortality-stats-talk-about-rac/,12/20/2019 0:00,Andrew Yang,TRUE
"Says Pete Buttigieg ran statewide in Indiana and ""lost by 20 points.""",https://www.politifact.com/factchecks/2019/dec/20/amy-klobuchar/its-true-he-was-mayor-pete-buttigieg-ran-statewide/,12/20/2019 0:00,Amy Klobuchar,TRUE
"Real wages ""went up last year 1.1%.""",https://www.politifact.com/factchecks/2019/dec/20/bernie-sanders/bernie-sanders-says-real-wages-rose-11-hes-right/,12/19/2019 0:00,Bernie Sanders,TRUE
In November 2019 Speaker Pelosi said it would be ‘dangerous’ to leave it to voters to determine whether President Trump stays in office.,https://www.politifact.com/factchecks/2019/dec/19/doug-collins/doug-collins-repeats-false-claim-about-pelosis-let/,12/19/2019 0:00,Doug Collins,FALSE
When Jesus was falsely accused of treason Pontius Pilate gave Jesus the opportunity to face his accusers. During that sham trial Pontius Pilate afforded more rights to Jesus than the Democrats have afforded this president in this process.,https://www.politifact.com/factchecks/2019/dec/19/barry-loudermilk/false-claim-comparing-jesus-pontius-pilate-and-tru/,12/19/2019 0:00,Barry Loudermilk,FALSE
"Says President Donald Trump ""has not given this Congress a single email phone record or document.""",https://www.politifact.com/factchecks/2019/dec/19/jim-himes/himes-says-white-house-snubbed-houses-document-req/,12/19/2019 0:00,Jim Himes,mostly-true
"Says minimum markup law goes beyond gas tobacco and alcohol to make ""many doorbuster deals and holiday shopping specials technically against the law.""",https://www.politifact.com/factchecks/2019/dec/18/dale-kooyenga/state-sen-kooyenga-says-doorbuster-deals-and-holid/,12/18/2019 0:00,Dale Kooyenga,half-true
I (found) the Republican votes for the Recovery Act Obamacare help us from falling into a Great Depression.,https://www.politifact.com/factchecks/2019/dec/18/joe-biden/joe-biden-says-he-got-republicans-vote-obamacare-a/,12/18/2019 0:00,Joe Biden,barely-true
"Says the Potomac River ""has gotten dirtier and dirtier and dirtier and dirtier. I go down there and that litter is left almost exclusively by immigrants.""",https://www.politifact.com/factchecks/2019/dec/18/tucker-carlson/carlson-falsely-claims-immigrants-are-dirtying-pot/,12/18/2019 0:00,Tucker Carlson,pants-fire
"Says voter roll purge would mean ""more than 200000 registered Wisconsin voters will be prohibited from voting.""",https://www.politifact.com/factchecks/2019/dec/18/nancy-pelosi/nancy-pelosi-claims-200k-will-be-prohibited-voting/,12/18/2019 0:00,Nancy Pelosi,pants-fire
"California firefighters decided ""to speak out"" against President Trump because his tweet about the state’s wildfires ""contained so much misinformation.""",https://www.politifact.com/factchecks/2019/dec/18/joe-biden/california-firefighters-spoke-out-against-presiden/,12/18/2019 0:00,Joe Biden,TRUE
"Says President Trump’s mother said ""Yes he’s an idiot with zero common sense and no social skills but he is my son. I just hope he never goes into politics. He’d be a disaster.""",https://www.politifact.com/factchecks/2019/dec/18/facebook-posts/no-evidence-trumps-mother-called-him-idiot-zero-co/,12/18/2019 0:00,Facebook posts,pants-fire
An old image shows a drug store with a marijuana leaf sign.,https://www.politifact.com/factchecks/2019/dec/18/viral-image/image-1800s-era-drug-store-marijuana-plant-sign-is/,12/18/2019 0:00,Viral image,FALSE
Yesterday Virginia announced the end of youth hunting!,https://www.politifact.com/factchecks/2019/dec/18/viral-image/no-virginia-didnt-announce-it-was-ending-youth-hun/,12/18/2019 0:00,Viral image,FALSE
"Says immigrants wanted by ICE have victimized ""tens of thousands of children"" in North Carolina.",https://www.politifact.com/factchecks/2019/dec/18/dan-forest/nc-lt-governor-makes-baseless-claim-about-immigrat/,12/18/2019 0:00,Dan Forest,FALSE
George P. Bush to place statue of (Mexican general) Santa Anna at the Alamo.,https://www.politifact.com/factchecks/2019/dec/17/rick-range/no-texas-has-no-plans-santa-anna-statue-Alamo/,12/17/2019 0:00,Rick Range,pants-fire
Says a photo shows Pamela Karlan reacting to Hillary Clinton’s presidential defeat.,https://www.politifact.com/factchecks/2019/dec/17/viral-image/no-photo-hillary-clinton-supporter-isnt-pamela-kar/,12/17/2019 0:00,Viral image,FALSE
Male birth control testing stopped after men’s testicles start exploding in India.,https://www.politifact.com/factchecks/2019/dec/17/facebook-posts/story-about-mens-testicles-exploding-after-male-bi/,12/17/2019 0:00,Facebook posts,pants-fire
Jim Justice is the first West Virginia governor to fight for pay raises for educators.,https://www.politifact.com/factchecks/2019/dec/17/jim-justice/jim-justice-first-west-virginia-governor-fight-tea/,12/17/2019 0:00,Jim Justice,pants-fire
"Says a new annual report shows that ""West Virginia’s tourism industry has grown for the second consecutive year reversing years of decline and outpacing national growth by 58 percent.""",https://www.politifact.com/factchecks/2019/dec/17/jim-justice/jim-justice-right-about-growth-west-virginia-touri/,12/17/2019 0:00,Jim Justice,TRUE
"Says justices of the peace in Texas are being asked to choose: ""give up your career or violate your religious beliefs"" and perform same-sex marriages.",https://www.politifact.com/factchecks/2019/dec/17/chris-salcedo/what-religious-exemptions-exist-justices-peace-tex/,12/17/2019 0:00,Chris Salcedo,FALSE
"A state senate bill would ""criminalize a father teaching his own son how to use a hunting rifle.""",https://www.politifact.com/factchecks/2019/dec/17/mike-adams/would-virginia-bill-really-ban-dads-teaching-sons-/,12/17/2019 0:00,Mike Adams,pants-fire
"Says Koalas are ""functionally extinct"" as bushfires in Australia continue to destroy their habitat.",https://www.politifact.com/factchecks/2019/dec/16/blog-posting/no-koalas-are-not-functionally-extinct-they-are-tr/,12/16/2019 0:00,Bloggers,barely-true
"Delaware has the ""eighth-largest black population in the country""",https://www.politifact.com/factchecks/2019/dec/16/joe-biden/biden-misstates-delawares-black-population/,12/16/2019 0:00,Joe Biden,barely-true
"Says a proposed change to Illinois’ gambling law would result in ""lower taxes paid to the state and higher taxes paid"" to Chicago from a city casino so that the total amount would be the same but the city would get to ""keep more of it.""",https://www.politifact.com/factchecks/2019/dec/15/dave-syverson/would-chicagos-casino-tax-plan-raise-citys-take/,12/15/2019 0:00,Dave Syverson,half-true
"Says Fox News ""posts a fake picture to show soldiers excited to see Trump in Afghanistan….forgets to take out the Universal Studios sign in the background.""",https://www.politifact.com/factchecks/2019/dec/13/viral-image/photo-trumps-afghanistan-visit-appears-doctored-lo/,12/13/2019 0:00,Viral image,pants-fire
"Says a photo of a woman wearing a costume holding the sign ""vagina lady"" is Stanford law professor Pamela Karlan.",https://www.politifact.com/factchecks/2019/dec/13/viral-image/no-viral-photo-woman-costume-not-law-professor-pam/,12/13/2019 0:00,Viral image,FALSE
"Quotes Andy Borowitz as saying ""stopping Hillary is a short-term solution. The long-term solution — and it will be more difficult — is fixing the educational system that has created so many people ignorant enough to vote for Hillary.""",https://www.politifact.com/factchecks/2019/dec/13/facebook-posts/no-andy-borowitz-didnt-make-disparaging-statement-/,12/13/2019 0:00,Facebook posts,FALSE
"The U.S. spends ""57 cents on the dollar on defense.""",https://www.politifact.com/factchecks/2019/dec/13/ilhan-omar/rep-ilhan-omars-claim-us-spends-57-federal-budget-/,12/13/2019 0:00,Ilhan Omar,FALSE
Roughly one in four fish eaten in the United States was caught here and sent to Asia for processing before being re-imported for American consumers.,https://www.politifact.com/factchecks/2019/dec/13/elizabeth-warren/fish-tale-elizabeth-warren-goes-overboard-claim-re/,12/13/2019 0:00,Elizabeth Warren,barely-true
"A ""study showed as many as one in four people have had a package stolen from their residence.""",https://www.politifact.com/factchecks/2019/dec/13/rob-hutton/wisconsin-state-rep-hutton-delivers-claim-about-le/,12/13/2019 0:00,Rob Hutton,TRUE
Ukraine blatantly interfered in our election.,https://www.politifact.com/factchecks/2019/dec/12/ted-cruz/checking-ted-cruz-whether-ukraine-blatantly-interf/,12/12/2019 0:00,Ted Cruz,FALSE
"Says that in South Bend Ind. the ""black poverty fell by more than half on my watch.""",https://www.politifact.com/factchecks/2019/dec/12/pete-buttigieg/fact-checking-pete-buttigieg-south-bends-black-pov/,12/12/2019 0:00,Pete Buttigieg,barely-true
"Says the impeachment of President Donald Trump would be the first in U.S. history ""without a specific criminal statute or crime that the president who is impeached would have allegedly committed.""",https://www.politifact.com/factchecks/2019/dec/12/paul-gigot/donald-trump-would-be-first-us-president-impeached/,12/12/2019 0:00,Paul Gigot,half-true
Says Adam Schiff’s family Christmas card has a photo of the whistleblower who is dating Schiff’s daughter.,https://www.politifact.com/factchecks/2019/dec/12/viral-image/no-isnt-whistleblower-posing-adam-schiffs-family/,12/12/2019 0:00,Viral image,pants-fire
"Says North Carolina's average teacher salary was at the national average ""back when I was in public school.""",https://www.politifact.com/factchecks/2019/dec/11/jeff-jackson/democrat-wrong-about-history-ncs-teacher-pay/,12/11/2019 0:00,Jeff Jackson,FALSE
"Says that the ""28th Amendment"" prohibits Congress from creating laws that apply to U.S. citizens but not to them and vice-versa.",https://www.politifact.com/factchecks/2019/dec/11/facebook-posts/viral-meme-makes-new-constitutional-amendment/,12/11/2019 0:00,Facebook posts,pants-fire
"Says Nancy Pelosi was ""asked to leave a children’s benefit after drunken outburst.""",https://www.politifact.com/factchecks/2019/dec/11/facebook-posts/no-nancy-pelosi-didnt-get-drunk-childrens-benefit-/,12/11/2019 0:00,Facebook posts,pants-fire
"Says a photo shows an old Christmas tradition of women apologizing ""to their husbands for all the mistakes they made during the year and beg for forgiveness.""",https://www.politifact.com/factchecks/2019/dec/11/facebook-posts/no-evidence-old-christmas-tradition-had-women-begg/,12/11/2019 0:00,Facebook posts,FALSE
The Inspector General’s report now makes clear that the FBI launched an intrusive investigation of a U.S. presidential campaign on the thinnest of suspicions.,https://www.politifact.com/factchecks/2019/dec/11/william-barr/barr-disputes-inspector-generals-report/,12/11/2019 0:00,William Barr,barely-true
"Says President Donald Trump is ""waging a trade war against WI farmers -- forcing > 1600 dairy farms to close.""",https://www.politifact.com/factchecks/2019/dec/11/mark-pocan/are-president-trumps-trade-wars-blame-all-wisconsi/,12/11/2019 0:00,Mark Pocan,barely-true
Says Will Smith and his son Jaden Smith died in a car crash.,https://www.politifact.com/factchecks/2019/dec/10/facebook-posts/celebrity-death-hoax-about-will-smith-and-his-son-/,12/10/2019 0:00,Facebook posts,pants-fire
"Says Joe Biden ""blackmailed Ukraine with a billion in tax dollars to drop an investigation into his son and Democrats want to impeach President Trump for simply asking if it was true?""",https://www.politifact.com/factchecks/2019/dec/10/facebook-posts/social-posts-falsely-connect-trumps-impeachment-bi/,12/10/2019 0:00,Facebook posts,FALSE
We provided terrorists in Iraq more rights and due process in the Central Criminal Court of Iraq than House Democratic leadership has afforded President Donald Trump in the impeachment inquiry.,https://www.politifact.com/factchecks/2019/dec/10/greg-steube/gop-congressman-says-terrorists-iraq-had-more-due-/,12/10/2019 0:00,Greg Steube,FALSE
Says a photo shows Adam Schiff and Jeffrey Epstein.,https://www.politifact.com/factchecks/2019/dec/10/viral-image/image-adam-schiff-and-jeffrey-epstein-doctored/,12/10/2019 0:00,Viral image,pants-fire
Says the NAACP endorsed Donald Trump in the 2020 election.,https://www.politifact.com/factchecks/2019/dec/10/facebook-posts/no-naacp-isnt-backing-donald-trump-2020/,12/10/2019 0:00,Facebook posts,pants-fire
Ilhan Omar just hosted a flag burning party.,https://www.politifact.com/factchecks/2019/dec/10/facebook-posts/no-ilhan-omar-didnt-host-flag-burning-party/,12/10/2019 0:00,Facebook posts,pants-fire
"Says Adam Schiff is ""under investigation for Ukrainian Burisma oil connections.""",https://www.politifact.com/factchecks/2019/dec/09/one-america-news/pants-fire-claim-adam-schiff-under-investigation-b/,12/9/2019 0:00,One America News,pants-fire
"Says the Clinton Foundation ""gave ONLY $5 million to charities spent $85 million for their salaries & travels and KEPT the rest = $87 million"" in 2014.",https://www.politifact.com/factchecks/2019/dec/09/viral-image/old-hoax-about-clinton-foundation-resurfaces-faceb/,12/9/2019 0:00,Viral image,FALSE
Says former Democratic Sen. Harry Reid has an outlaw horse thief ancestor and Reid’s office offered a spin-job biography about the man.,https://www.politifact.com/factchecks/2019/dec/09/facebook-posts/no-harry-reid-doesnt-have-horse-thief-ancestor-nam/,12/9/2019 0:00,Facebook posts,pants-fire
"Says Elizabeth Warren tweeted ""Looks like I’m the last woman of color left in this race.""",https://www.politifact.com/factchecks/2019/dec/09/viral-image/no-elizabeth-warren-didnt-say-shes-last-woman-colo/,12/9/2019 0:00,Viral image,pants-fire
"Says Donald Trump tweeted ""Danny DeVito supports baby murder.""",https://www.politifact.com/factchecks/2019/dec/09/viral-image/no-donald-trump-didnt-say-danny-devito-supports-ba/,12/9/2019 0:00,Viral image,FALSE
"Says First Lady Melania Trump posted a photo of herself ""yesterday"" and Facebook took it down.",https://www.politifact.com/factchecks/2019/dec/06/viral-image/no-facebook-did-not-take-down-close-photo-melania-/,12/6/2019 0:00,Viral image,pants-fire
"Says Warren Buffett asked people to forward a chain email about the ""Congressional Reform Act of 2019.""",https://www.politifact.com/factchecks/2019/dec/06/facebook-posts/no-warren-buffett-isnt-asking-you-forward-email-ab/,12/6/2019 0:00,Facebook posts,pants-fire
In Bakersfield where there’s a lot of oil drilling going on there’s more solar jobs now in Bakersfield and around that area than there are oil jobs.,https://www.politifact.com/factchecks/2019/dec/06/arnold-schwarzenegger/more-jobs-solar-oil-bakersfield-arnold-schwarzeneg/,12/6/2019 0:00,Arnold Schwarzenegger,FALSE
"On red-flag laws says ""What (Democrats) wanted to do was say ‘I think you might do something so I’m going to take away your gun and make you prove you wouldn’t do it.""",https://www.politifact.com/factchecks/2019/dec/06/robin-vos/wisconsin-assembly-speakers-new-take-red-flag-gun-/,12/6/2019 0:00,Robin Vos,barely-true
West Virginia is sixth overall in the average number of at-risk youth.,https://www.politifact.com/factchecks/2019/dec/06/woody-thrasher/does-west-virginia-rank-sixth-nation-risk-youth/,12/6/2019 0:00,Woody Thrasher,mostly-true
In West Virginia we have 20000 jobs in which we don’t have skilled workers.,https://www.politifact.com/factchecks/2019/dec/06/e-gordon-gee/west-virginia-short-20000-skilled-workers-its-econ/,12/6/2019 0:00,E. Gordon Gee,half-true
Says the cartels are so bad in a Mexican border state that the U.S. government issued a ‘Do Not Travel’ warning -- the same warning it issued for Syria.,https://www.politifact.com/factchecks/2019/dec/05/mark-walker/walker-mexican-border-state-dangerous-syria/,12/5/2019 0:00,Mark Walker,TRUE
"Says U.S. Rep. Sean Casten has held numerous ""invite-only"" town halls.",https://www.politifact.com/factchecks/2019/dec/05/jeanne-ives/ives-wrongly-calls-castens-public-town-halls-invit/,12/5/2019 0:00,Jeanne Ives,pants-fire
"Says House Intelligence Chair Adam Schiff ""made up the conversation. He lied. If he didn't do that in the halls of Congress he'd be thrown in jail. He did it in the halls of Congress he's given immunity.""",https://www.politifact.com/factchecks/2019/dec/05/donald-trump/fact-checking-donald-trump-libel-law-and-prison/,12/5/2019 0:00,Donald Trump,FALSE
"Says for every ""share"" that a photograph of a sick boy gets Facebook will donate one dollar.",https://www.politifact.com/factchecks/2019/dec/05/viral-image/facebook-doesnt-donate-money-based-number-shares-p/,12/5/2019 0:00,Viral image,pants-fire
Speaker Pelosi's drug pricing plan would siphon $1 trillion or more from biopharmaceutical innovators over the next 10 years. CBO's preliminary estimate found this bill ‘would result in lower spending on research and development and thus reduce the introduction of new drugs.’,https://www.politifact.com/factchecks/2019/dec/05/pharmaceutical-research-and-manfacturers-america/pharmas-take-pelosi-drug-pricing-bill-fair-warning/,12/5/2019 0:00,Pharmaceutical Research and Manfacturers of America,barely-true
"Says former Ukraine President Petro Poroshenko ""actively worked for Secretary Clinton.""",https://www.politifact.com/factchecks/2019/dec/04/john-kennedy2/gop-senator-falsely-says-ukraine-president-helped-/,12/4/2019 0:00,John Kennedy,FALSE
"Says people can send Christmas cards to ""a recovering American soldier"" at the Walter Reed Army Medical Center in Washington D.C.",https://www.politifact.com/factchecks/2019/dec/04/facebook-posts/post-about-sending-cards-recovering-service-member/,12/4/2019 0:00,Facebook posts,FALSE
"Says photo shows ""the Golden Gate Bridge opening to the public for the first time back in 1937 and yes it almost collapsed.""",https://www.politifact.com/factchecks/2019/dec/04/facebook-posts/no-photo-does-not-show-1937-opening-golden-gate-br/,12/4/2019 0:00,Facebook posts,FALSE
"China today is ""burning seven to eight times the amount of coal that we’re burning in the United States.""",https://www.politifact.com/factchecks/2019/dec/04/jim-justice/does-china-burn-seven-eight-times-much-coal-us/,12/4/2019 0:00,Jim Justice,mostly-true
The President wants to cut 3 MILLION people from SNAP including children seniors and veterans.,https://www.politifact.com/factchecks/2019/dec/03/alma-adams/nc-democrat-mostly-right-about-proposed-cuts-snap/,12/3/2019 0:00,Alma Adams,mostly-true
"When it comes to how many of the 35 different federal welfare benefits each state can offer ""the average in the country is about 12 to 14. Why are we giving every one?""",https://www.politifact.com/factchecks/2019/dec/03/david-dipietro/dipietros-claim-about-welfare-benefits-lacks-evide/,12/3/2019 0:00,David DiPietro,FALSE
Image shows U.S. National Guard Sgt. Leigh Ann Hester.,https://www.politifact.com/factchecks/2019/dec/03/sid-miller/no-not-photo-sgt-leigh-ann-hester/,12/3/2019 0:00,Sid Miller,FALSE
"Says a Republican bill he vetoed would have implemented a ""mandate"" to make public the names of all students’ parents or guardians.",https://www.politifact.com/factchecks/2019/dec/03/tony-evers/tony-evers-misstates-schools-bill-he-vetoes-it/,12/3/2019 0:00,Tony Evers,FALSE
No other city in America did what (New York) did. We reduced murders by 50% reduced police shootings to historic lows reduced the number of people incarcerated by nearly 40%.,https://www.politifact.com/factchecks/2019/dec/02/michael-bloomberg/new-york-crime-did-drop-when-2020-hopeful-michael-/,12/2/2019 0:00,Michael Bloomberg,mostly-true
In Texas Latinas make less than $0.45 for every dollar a man makes. That makes us 49th in the nation.,https://www.politifact.com/factchecks/2019/nov/27/lizzie-pannill-fletcher/texas-among-states-widest-pay-gap-latinas/,11/27/2019 0:00,Lizzie Pannill Fletcher,mostly-true
"Says the U.S. Constitution ""doesn’t say anything about (redistricting) being fair. … it’s set up to be partisan.""",https://www.politifact.com/factchecks/2019/nov/26/jerry-tillman/nc-republican-says-redistricting-partisan-process-/,11/26/2019 0:00,Jerry Tillman,half-true
"Says 1000 people failed gun background checks in Wisconsin in 2018 but ""almost none of them were prosecuted for trying to do a background check and illegally buy a weapon.""",https://www.politifact.com/factchecks/2019/nov/26/robin-vos/wisconsin-failed-gun-background-checks-rarely-lead/,11/26/2019 0:00,Robin Vos,mostly-true
The fact is that right now the vast majority of Democrats do not support Medicare for All.,https://www.politifact.com/factchecks/2019/nov/26/joe-biden/did-joe-biden-overstate-democratic-voters-oppositi/,11/26/2019 0:00,Joe Biden,barely-true
Says a mall Santa beat up a child molester.,https://www.politifact.com/factchecks/2019/nov/26/blog-posting/dont-fall-story-mall-santa-beating-child-molester/,11/26/2019 0:00,Bloggers,pants-fire
"Says ABC 7 reported the Santa Clarita high school shooting ""3 weeks in advance.""",https://www.politifact.com/factchecks/2019/nov/26/facebook-posts/no-tv-station-did-not-report-school-shooting-3-wee/,11/26/2019 0:00,Facebook posts,pants-fire
We now have the first decline in overdose deaths due to drugs in 30 years - since 1990.,https://www.politifact.com/factchecks/2019/nov/26/kellyanne-conway/are-overdose-drug-deaths-finally-going-down-conway/,11/26/2019 0:00,Kellyanne Conway,mostly-true
Missouri in general has more crime percentage-wise than the rest of the country. So we are seeing overall crime throughout the country is going down but not here in Missouri.,https://www.politifact.com/factchecks/2019/nov/25/jean-evans/missouris-crime-high-s-not-full-story/,11/25/2019 0:00,Jean Evans,half-true
Says President Obama used government funds to pay for his personal vacations for the next 20 years and Trump sent him a bill.,https://www.politifact.com/factchecks/2019/nov/25/facebook-posts/trump-obama-story-vacation-scam-was-fabricated-sat/,11/25/2019 0:00,Facebook posts,pants-fire
I am the only member of Congress that voted for both inquiries -- the Clinton inquiry and now the Trump inquiry.,https://www.politifact.com/factchecks/2019/nov/25/ron-kind/us-rep-ron-kind-batting-thousand-presidential-inqu/,11/25/2019 0:00,Ron Kind,TRUE
"Says a study projected that a pension buyout program he expanded would save ""billions and billions potentially $25 billion.""",https://www.politifact.com/factchecks/2019/nov/24/jb-pritzker/evidence-lacking-pritzkers-pension-buyout-claim/,11/24/2019 0:00,JB Pritzker,barely-true
"President Trump ""hasn’t built any new (border) wall"" during his time in office.",https://www.politifact.com/factchecks/2019/nov/23/nancy-pelosi/mostly-true-nancy-pelosis-claim-president-trump-ha/,11/22/2019 0:00,Nancy Pelosi,mostly-true
The Ukrainian government just indicted the Burisma gas company & named Hunter Biden for accepting millions of dollars from a slush fund.,https://www.politifact.com/factchecks/2019/nov/22/viral-image/no-ukraine-didnt-indict-burisma-wednesday/,11/22/2019 0:00,Viral image,FALSE
"Says Nike pays factory workers 80% of whom are women ""20 cents an hour"" and has them work ""70 to 80 hours a week.""",https://www.politifact.com/factchecks/2019/nov/22/facebook-posts/post-about-nike-factory-workers-uses-outdated-numb/,11/22/2019 0:00,Facebook posts,half-true
An image shows Rep. Elise Stefanik flipping off the camera at the impeachment proceedings,https://www.politifact.com/factchecks/2019/nov/22/viral-image/no-rep-stefanik-didnt-flip-camera-impeachment-hear/,11/22/2019 0:00,Viral image,pants-fire
"Says his campaign hasn’t accepted corporate PAC money and isn’t funded by ""special interests.""",https://www.politifact.com/factchecks/2019/nov/21/cal-cunningham/cunningham-claim-about-corporate-money-misleading/,11/21/2019 0:00,Cal Cunningham,barely-true
Says Maxine Waters Nancy Pelosi and Bernie Sanders have passed six bills in a combined 67 years.,https://www.politifact.com/factchecks/2019/nov/21/facebook-posts/social-posts-revise-records-sanders-pelosi-and-wat/,11/21/2019 0:00,Facebook posts,FALSE
Today I opened a major Apple Manufacturing plant in Texas that will bring high paying jobs back to America.,https://www.politifact.com/factchecks/2019/nov/21/donald-trump/did-trump-open-apple-plant-austin-no/,11/21/2019 0:00,Donald Trump,FALSE
"Says Nancy Pelosi said ""Americans are the stupidest people on earth.""",https://www.politifact.com/factchecks/2019/nov/21/blog-posting/fake-pelosi-quote-about-stupid-americans-came-sati/,11/21/2019 0:00,Bloggers,pants-fire
