tweet_text,hate_score
homeboy get hoe number house arrest say good ask go anywhere,1
honky honky motherfucking honky,1
house piece full thank god little jungle bunnies outta face,1
job hoe go call talk bout come work ummm stay bed,1
life go bitch short weeks,1
lil bitch vet say need dog,1
lil bitch call say needa break leave cuz bitch doin great,1
lil cool ass bitch northside,1
lil cousin hat bitch always want older nigga fault fuck bitch chilllol,1
main bitch amp side bitch mad could give two fuck,1
main bitch side bitch mad could give two fuck need two cup,1
main bitch call tell miss super cute love boo morgaanita,1
main bitch ghost,1
main girl tryna get bless side hoe tryna get affection,1
mains riribarbie georgegia yessssss ladykimora turntup vegas bitch,1
mama make brownies everything,2
manager flyy new brand pre order w gt sevenflyy red lust amp cherry white beanies,2
manager retard bruh always ask siri spell nigga dum af doe,1
managers stupid cunt yes say,0
mention amp tl move fast af sorry flood yo shit lowkey tryna get hoe,1
mf dawggg miss hoe man,1
mom bitch much,1
mom buy oreos love,2
mom cunt,1
mom clueless go lol like trust negros witcha money lmfao whaaaat,1
mom buy bunch new sandles amp chip toe nail like world war bitch,1
mom see progress report amp like wtf wit b bitch wtf see tf ungreatful,1
mom tell never use word cunt favorite word cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt,1
mom want buy zebra like reals,2
moms fuck cunt dude,1
moms younger brothers go come disrespect mom amp call bitch amp cousins go tell mom stfu wth,1
momma keep talk like bitch gtf twitter,1
moms worse bitch like ugh stand hoe,1
mother even bitch bitch ass ctfu,1
name bryanna find bree_bree baddest bitch meet everybody want,1
neice get big ready punch sum bitch lol,1
neighbor sick wake um nigger music ctfu,0
neighbor hate cuz smoke weed blast ghetto music room,1
nephew albino albinos astigmatisms eye spasms partial blindness fault,2
nephew keep tryna kiss like bitch get zero followers dismiss,1
new bitch eat dick like bratwurst,1
new bitch finer mf understand shit say,1
nicca elijahfnbaby swear see madden lol,2
nicca drake gear game bad lol,2
nicca tip act shit takers,1
niccas sum spooky shit hide n cut pop n drop bitch,1
niccas real fa streets rip ike free nwax,1
nig im_me_mi oneshadowlove yes black people live wisconsin lmao sbabylifeshock da shit learnsomethingeveryday,1
nig todd gurley beast,1
nig talk bout go halloween since july excite,1
nig jus find girl fuckin anotha nig meet wit dis nigga,1
nig jus say nuttin worse den fat loud hoetru fuckin story,0
nig kkeldalegend take good old new orleans soul food,2
nig say see differences pornos monster ball face,1
nigga bolin nothing win bitch breh,1
nigga call fat bitch porkers lmao,1
nigga dmd bitch say eye beautiful melt lmaoooo nigga think read romantic comedy movie script,1
nigga get hang fat catfish bitch smh,1
nigga mister meaner hope back bitch,1
nigga stiff bitch even stiffer,1
nigga drink gatorade like dumass hot lol bitch drink water,1
niggah,1
niggah sleep perfect,1
niggah wait weekend take shit,1
niggah niggah,1
niggah watch awake till,1
niggas bigger bouncer roll bitch still smell like ounce,1
nigguh,1
nigguh naturally forever fly,1
nip cold,2
nudes trash,2
partna mississippi tell weeks ago get weeks fuck ok hoe step game,1
phone act retard,1
phone finally back bitch textnow,1
phone fml still get get yellow sign lol motivation lol way zoom x lol,2
pit stankin doin dem flow hard old color body da heat dem white women pushy day want dare flow fix,2
playlist go something like smoke track niggas reggaetonbachata bitch slow jam lucky lady,1
po heart still beatin fast da way dat nigger scream dat microphone felt like da welfare office cut da line,1
problem get strong idgaf attitude ion show feel pussy mfs,1
problem care bitch amp noggas,1
pussy ass car start scar cold,1
pussy popz severely,1
pussy taste like pepsi cola,1
pussy taste like pepsi cola,1
pussy worth,1
reaction spoil white kid say nigga like thug everytime whiggers,1
roommate eat obnoxiously want fuck slit throat,1
sex game better yo ex niggah,1
shift time mean time go get mean tweet trash,2
side piece real job nigga fuck bird,1
sister call chink ask open ctfu fry,1
sister bitch nephew get first haircut bald,1
sister bitch,1
sister bitch get way,1
sister say step mom cunt lt love sister,1
sister tell look like bird past tell look like alien,2
sisters bitch school tomorrow like fuck hoe least study right,1
slap bitch sense come,1
son still issue tie shoe barefoot time case want know hillbilly status,2
stomach hurt like bitch yoo,1
tail say drop k pay last student loan clam break nigga drop k like nothing,1
taste music go love song pop pussy bitch like second,1
teacher always say man ever abuse wife use marijuana unless hide oreo cookies deserve,2
teacher call mom cus eat class fuck bitch,1
teacher talm bout would make every senior go da army fa yrs bitch please meat ainnn doin uh damn thang,1
two main wiggas chloetarantino,1
walmart tee count designer rt stonyxx niggas hoe designer clothe,1
whole goal fuck someone bitch turmoil happy relationship,1
wigga rt showysantoro ryan gosling knock eva mend swag man fuck,1
wigga,1
worse bitch look better main bitch bad right lol,1
mykel stay wit bad bitch,1
n tire hear would old bitch would people play end,1
n dat bitch sound like man dats ya grandma fucc yu,1
n hoe sooooo ugly like bitch ugly dog like dumb stupid ass ugly like,1
na hit butta slide end bitch,1
nba allstar weekend unofficial negro holiday,1
nba handle zebras,2
nevermind find trash,2
new nashville noise lukebryanonline love burgers dierksbentley honky tonks chrisyoungmusic grab pizza,2
news flash pay tax pay everything bitch irs governmentaffairs obamacare,1
news flash obama win election increase number congress stop bullshit already compromise bitch,1
nfc south trash juice,2
njsole sole sauce get sole icy,2
dont haters people dont like get hoe,1
nyc media last week lol look flyover peckerwoods freak nyc media bring dead,2
na nigguh know rock,1
nah primetimelewis really man bg breh nigga get random bitch bar come like attend university crazy,1
nah electric fairy tale seem cool would rather buy drug money,2
nah definitely get find bitch drive around whip drink ty dolla ign tape b right,1
nah mimi bitch,1
nah bitch apples apples apples bitch nawl cuz oranges oranges oranges bitch dumb fuck,1
nah bitch ugly,1
nah fuck bungie givng nno drop stingy ass niggas rt caratcutclarity trash destiny least,1
nah fuck bitter heat bitch yeiiowbang funny see heat bull fan get along lol,1
nah wus freak get smut multiple niggas jis cuff hoe,1
nah yo hoe swing matter fact rt iiak _vinchi yu get hoe,1
nah nigga try set ugliest bitch time club officially friends dawg wtf,1
nah nicca wth cheese fry rt swiper vonshayeb get one bring barber sshop please,1
nah nicca light dark ass lol rt swiper vonshayeb andi knowww baby picture lol,1
nah nicca get gas rt spacejam_teeg vonshayeb blow gas,1
nah hoe dms break though,1
nah watch hoe jus gettin fuck start tweetin bout make love,1
nah still rt tweets_nochill flat booty bitch asleep yet nah,1
nah overgt people tell artists defy definition try show youpeople retard game,2
naked bitch give bubble bath,1
nannie bitch talk hoe ha extra bs ass lilmenifee__,1
naomi campbell rihanna miley cyruscrazy bitch lol,1
nappy chin hairs bitch mothafuckin q,1
national review call gay marriage lawlessness oregon tcot gop nom lol teabaggers,2
naturally shitty leftist rag talk trash another shitty leftist rag better fall line club crw,1
natures majesty beautiful melt butter rt ap photo rare bluecolored red king crab catch alaska water,2
naughty mature av model sweet pussy spread hugedick,1
naw playin fuck bad bitch,1
naw rt bakegriffin one mad espn go talk faggot ass penn state week,0
naw bitch meek mill,1
naw bitch goin monster lol lyrical maniac,1
naw hoe freeky girl,1
nawwww hoe sittin floor damn couuuuuch,1
nd hoe kno workin wit talk bout gun talk feel ya spine,1
nd think bitch know accessorize,1
need bitch drop niggah,0
need hispanic pussy,1
nelly get hoe singin lol,1
neva trust bitch,1
never put much relationship unless bitch actually put effort,1
never argue bitch bottom food chain,1
never bitch,1
never bring hoe house bitch talk,1
never like bitch,1
never gas hoe take ass home,1
never give bitch impression need,1
never give next bitch opportunity prosper name,1
never go full retard,1
never keep leech life bitch take give time cut,1
never leave trust bitch,1
never let boy make feel like anything less bad bitch,1
never let hoe get start,1
never lettin dat nigguh use twitter phone,1
never mess hoe go jail unless know last name,1
never put nothin pass hoe hoe straight ratchet,1
never see pussy like,1
never see tint yellow tongue eat lemon jolly rancher,2
never see purple bird poop today lol,2
never see yo bitch bet could fuck first day,1
never take bitch stay never keep work lay,1
never tell bitch love,1
never tell bitch,1
never serious rt c_thaqueen think fix cruise new bitch,1
never trust bitch bitch fuckin anyone say know faithful bitch get get one,1
never trust bitch take nigga,1
never trust nicca volunteer another man info,1
never turn back bird,2
never item psycho bitch,1
neverrr play stupid far bitch might stupid,1
new timbersfc jersey yellow green chevron stripe like charlie brown jersey,2
new avi bitch weak,1
new bitch already second episode,1
new boss say button shirt white color hoe sharpie glossy,1
new pussy always better,1
new show announce lutsen mn papa charlies december,2
new show announce lutsen mn papa charlies january,2
new song come ray rice hoe,1
new strategy get bitch bruno mar,1
new test make poop neon color colon cancer,2
new years ever get bitch load gfu,1
next sunday faggot leiacatherinexx,1
next bitch fuck goin spot lol,1
next time go call darky niccacall dat coon jungle bunnyboondocks ps,0
next time leave magic trash jacket try initial write whatupag,2
nicca dm talkn bout follow instagram lame nicca longer follow twitter wheretheydothatat,1
nicca n dis bitch playin game phone,1
niccas gas hoe never go pop smh probably never go meet wastedenergy,1
niccas hat nicca jeezy realtalk,1
niccas walk flats catch nicca kno club,1
niccas deerin err weekend bet hit dat dolo dis weekend niccas playin,1
niccas catchin dem theft charge hereshit ugly guess niccas tryn get fa da holiday,1
niccas get dollars start play roles tryna shit yo niccas instead play hoe,1
niccas use like always tryn pull finesseduh nicca need mine,1
nice base run yankees fuck ponderous,1
nicholas rushlow wear lucky yellow shirt nail theophylline bitter crystalline compound extract tea leave spellingbee,2
nick cannon movie arigold_ year old bitch texas pretend go high school months,1
nicki gottem mad fuck though however credit due cassidy response diss nicki kill lookin ass bitch,1
nicki say fuck skinny bitchesuh oh,1
nigga fire nina like first day job bitch sleep,1
nigga get pill poppin bitch backkkk cherokee,1
nigga tyrese walk dead bitch smh,1
nigga dyke rt girlsrichard rt _ayooteezy melo garbage ass hit k,1
nigga straight gentleman speak bitch come funky ass attitude gentleman shit go window,1
nigga end go juco mess hoe sign smallest ds moral story take get,1
nigga fuck hoe ion want fuck yo hoe fat chick amp bad build,1
nigga fuck none shit goin yo niggas rt francoiskilljoy niggas think feel bitch niggas,1
nigga getcho bitch treat want treat triccin,1
nigga go get room like bitch,1
nigga get lean pong know niggas outta hoe,1
nigga get find hoe quick,1
nigga hungry bitch,1
nigga wus graduate rt i_eat_pie th grade hoe,1
nigga ill take ya main hoe make call home girl make share dick,1
nigga crackers chase,0
nigga paybacks bitch,1
nigga pee wee bitch,1
nigga retweets trash shit,1
nigga say date pussy installment plan get keep say get cuz never truly,1
nigga sweat like guilty preacher bitch,1
nigga pussy hope get live,1
nigga fool bossmanran feel like eatin nd beatin pussy,1
nigga make rt htownsnunu nigga make itvianawf best rider go blaxican,1
nigga yu bitch make,1
nigga bitch scar pass blunt,1
nigga lol know elway try snatch everybody rt jwill come redskins shitttt go sign revis know want lls,1
niggah niggah niggah believe wacthh,0
niggahs actin like pimp pay bitch,1
niggahs need keep bitch check,1
niggahs watch fuck hate bitch,1
niggas buy outfit impress bitch,1
niggas actin like hoe bitch,0
niggas loyal gott bitch stiffer,1
niggas worry bout niggas messin wit dey hoe niggas worry boit hoe messin wit dey hoe,1
niggas already act like bitch get real bitch right hell go act like pussy rather one shit,1
niggas funny amp karma bitch good morning,1
niggas fuck gay try cancel say nah bros cool nahhhhhaahahahaha faggot bruh,0
niggas march look hoe amp sure,1
niggas bitch hoe bitch ion see difference,1
niggas frontin pussy wit,1
niggas loyal pussy call still thirsty fuck like bro go fuck woman amp get hormones lol,1
niggas impregnate basic bitch job know drive car money house n wonder miserable,1
niggas feel find hoe fuckin another nigga stopsavinthesehoes,0
niggas like see side bitch cashin another nigga mikediggem hello mutha fucka,1
niggas press pussy nothing,1
niggas dehydrate want pussy eat everyday rest year would happen,1
niggas tryna fuck next nigga bitch know bitch next nigga bitch,1
niggas want bitch money break dirt,1
niggas stand cuz bitch feelin nigga get mad yo call girl,1
niggas cheat bitch expect pay back whatsoever naive bitch,1
niggas cry get hit high cry get hit low nfl full pussies,1
niggas deserve better bitch,0
niggas excite bitch weird boys,1
niggas fall love evil bitch turn back friends cool though,1
niggas get pussy friend zone,1
niggas go crazy bitch days like calm yo happy ass,1
niggas gossip like hoe man wid shit,1
niggas hate cuz know threat amp bitch,1
niggas bitch,1
niggas hoe onhere real life,1
niggas pure suckas get problem ya man address shit discuss amp squash bitch hold grudge,1
niggas straight hoe bruh stop fuckin,1
niggas killin niggas grow ampamp bitch fuckin niggas homegirl inlove,1
niggas needa stop wear mk bitch lol,1
niggas get fuck weekend get fuck daily bitch still bigger level,1
niggas put wigs act like bitch retweets shit fu,1
niggas really dickin hoe ona gram reason get big head,1
niggas retard lol,1
niggas see wit da yellow dey want hit,1
niggas sleepin bitch grandmas lmfao maury fake af,0
niggas sooooo pussy swear talk action,1
niggas spend look good bitch would even buy cent burger,1
niggas swear trust hoe fuck raw smh,1
niggas talk bitch days,1
niggas talk bitch days,1
niggas talk bout hoe loyal different barber,1
niggas eat mussels eat pussy str facts,1
niggas trash af,1
niggas wear wigs bitch days,0
niggas stand line jays mad ehh fuck pull hoe nd stunt without,1
niggas talk pussy get least rt francoiskilljoy sole quanb baltsneakershow shine box glittery pussy,1
niggas wifing hoe amp ugly bitch get facebook remind fine,1
niggas call female hoe thot mins later go thirst porn star,1
niggas bitch tendencies,1
niggas wonder bitch fucc nigga shit cuz niggas another bitch shit,1
niggasbitches cheat mfs always think gettin play,0
niggaz make trash lately well everybody lol,1
niggaz irrational daysquick jump bad bout bitch,1
niggaz retweet bitch ass niggaz retweet real nigga,1
night bitch,1
night niggers,1
nike dc trash,2
nikki minaj proof natural better minimal best hoe overdo,1
nikko gay bitch,1
nile rt josephbananas really sad enough friends ever call pack niggers fuckin dream,1
nino brown oh das rt erikacarissa nino brown hoe,1
nippin clarke motel bitchesthey get free pizza every day tip shit also never give us business game,1
nipple banana monkey,2
love hoe fuck niggas fuckem,1
bitch dont anything hide dont like people look phone,1
bitch slut rt itsbeebitch__ vianawf chill,1
cuz redskins dumpster juice rt trackinblackkev game week still best rivalry sport,2
face trace pussy boys snatch,1
fuck give nfl draft baseball season bitch,1
girls hoe,2
halfbreed spic right say anything anglo ever kill,0
hoe shit though bout say perro get butt naked bitch dish,1
pussy sample,1
less bad bitch bed time,1
matter hard try rude mfs keep talk like bitch know,1
snapchat selfies instagram selfies nothing bad bitch week man go,1
hoe n oz,1
speculation mock draft finally draft day bortleskombat stormwarning builtbyucf chargeon,2
need tweet bitch know status,1
nigga leave chick good pussy unless paper chasin,1
officer drink drive swerve hoe,1
one take woman take hoe,1
one go psychiatry help people people immoral everyone work field pure trash,0
one even eat twinkie like decades,2
one understand much piss people use word retard,1
police department hire gypsies halfbreeds nigglets trust,0
save hoe,1
sex bitch want neck bitch,1
skimp shit bitch,1
sleep sleep pussies,1
summer school eat dick school bitch ass,1
thank lady look like get white trash train would rather catch disease kthxbai,1
white pies well negro pies,0
bitch cee_murda yell step tell eat damn chicken tf,1
little hood bitch try take task joke niece lesbian ch gt_gt,1
time bitch niggas,1
time chase someone like turn wine coolers look like bitch really think lol,1
way niggers employees month,1
wealth insulate call nigger still improve empirical quality life outcomes phenomenally dwight_dale,1
wonder people call niggas amp thugs able convince hoe false ideas men like intellectual dress,1
dog like need bitch ever go get bitch,1
wrong try change faggotsgt therapy tcot understand sympathize like retardsgt,0
go sit tf amp text hoe go care,1
noap take rt tiffncompany maca root pills make vagina wop,2
nobody care fuck fag damn bring bitch water even though thirsty fuck fucknigga,1
nobody ever get famous whiny bitch either change things make unhappy whine turdfarmer,1
nobody give trophy old color favstartweets,2
nobody go say anything unloyal sterlings side bitch,1
nobody planet earth protective bull dyke,1
nobody ever sex dirty dick pussy say lot fuck know smell like chitlings,1
nobody wit alone shit think actin funny zone bitch,1
none bitch stay,1
none us go prestigious establishments clearly superior fuck retard,0
nooo sailor moon squad club w bitch lookin good,1
nope yellow otl,2
norbit mad bitch lmfaooooooo,1
norwalk ghetto af lol sudden everyone dodger raider fan,2
nose go take trash time caitnicole cici_phi,2
us bitch,1
bite courtesy bainbridge isl ferry riders fuck next time think go break paybacks bitch,1
females constantly tweet boyfriends wish death ones tire bitch,1
straight men frustrate unlike okcupid queer folks dont ability block,0
cloud sight pretty ho work iwanttoplay,1
fan guess minorityrt kfromtheg beyonc ratchet ass trash rt vagitarian__ anti christ kfromtheg,1
neanudda bitch constantine_d_,1
word jihadi stream kurdish female suicide bomber kobane story undermine mythology several level,2
play game bitch,1
allow play flappy bird around grandma swear stop swear lol,2
associate ya nicca,1
eat pussy unamerican,1
even already smoke countries bitch fuck want,1
even sweat hoe,1
every girl like sweet ass emoji ass nigguh girls like sexy af ass nigguh,1
fix play bitch lmao,1
go put red equal sign facebook faggot marriage equality prop,1
exist contribute contribute things enjoy often queer person behind products,1
fault yo bitch want flip,1
one bitch texting right followers inch rim inch tv straight ass teeth text message kill,1
protect state utah fear queer couple force church marry legally,1
really sure describe happen eurotrash mguiducci nickbrown vip room,2
sure teabaggers would care nelson mandela one know mean teaparty tcot,2
sure someone would put picture escort website sell pussy,1
plan die soon totally go write kenobi sole heir thing locally trust,2
type take slow turn good girl hoe spookyblack,1
call bitch go hate bitch,1
sound like total bitch tire people kid back school pics post pics back college day,1
trash plain fuck come elephant print,1
true rt _kimchanel_ every man hoe bye,1
try follow spook offense,0
ya grandma brownies wink wink,2
note rocketeer remove cardboard launcher carry trash bin flee tidyterrorist,2
note khorasan old arabic name part iran afghanistan invention modern jihadis justsayin,2
nothing good tv yankees eat ball innings great,2
nothing spicy stop fuck bitch eat cry fuck pussy,1
nothing yokel msu fan constantly reassess izzo aka consistent winner since daugherty biggie flip munn,2
nothing say teabagger like millionaire complain break huh hillaryclinton hillary give break lol p,2
nothing worse baby bitch pussy go fly kite,1
notice tweet bytches bytch different bitch logic werks,1
notice make music niggas get pussydrake lordknows,1
see chatter among jihadi fan take credit alledged kidnap frenchman algeria france,2
could say name butttttt ya bitch already know,1
even want anything son bitch,1
seperate niggas trust niggas starve wit bitch fuc,1
gook boy shawty,2
listen lil spook get good kind sad go single fall know get annoy tl aye,2
unfollowing lol rikababey pussy turn lately fuck time soon forever dry,1
days niqqas would rather real wit niqqa bitch want fuck wit rather day one niqqa smfh generation fallin,1
days hoe twerkin new weave,1
neighborhood nigga like suppose get pussy like,1
hoe bout post saint lose still cute pics gram,1
da heat fan bacc niccas kill tweet shit damn game,1
hate old lyin ass hoe smilin ya face wearin best friends clothe,1
infuriate jihadis put murder request saudi fighter pilot participate bomb syria isis,2
side bitch main bitch main hoe feel mo mo,1
side bitch main bitch main bitch feelin moe,1
niccas haircuts,1
put ya ass dicc let know baddest light bitch,1
nicki minaj say fuck skinny bitch watch fat bitch come outta time play,1
let beat build bitch ish rt imsosouthern hit kill switch,1
bitch tryin vids gurl sit cho ass,1
cheat bitch defense sad fuck rt rickey cheat,1
new bitch act dumb tryna correct every word,1
put pussy vivian bet play,1
drink till unconscious feel get fine bitch,1
jihadi network wake amp claim raqqa radio confirm two plan shoot amp pilot capture isis syria,2
nower days defenition bad bitch good pussy,1
nuggas obsess homies like bag bitch,1
nuh uh rt misssneed still count rt weavuschrist im hoe twitter bae,1
nuke town pussy,1
nyomi banxxx skin diamond last good ebony porn bitch,1
og old face hunnids young hoe,1
ogs love see yung nicca come,1
oh morningmika say democrats lose teabagger vote lmao bobble head morningjoe,2
ohhgt whine whine whine say faggot ass steroid cream forgive giantsgt busterposey takin shoot barrybonds,1
okc nigguh,1
omg high bitch,1
omg frannyhilison pattiemallette ugly faggot bad mother kill like robin williams,0
omg rt master_bay ever meet dyke kid,1
omg rt beigegawdd nothing life make softer fuck nigger dick,1
omg rt shuggajets iaintasiantho yo side bitch find gift buy ya girl lmfaoooooooo,1
omg bitch tico stfu already,1
omggt throw beer bottle street yell drink homeless people stop harass trannies game torturebaseball,1
omggggg nigga say jerry black bitch,1
sight rt michydoe bitch bet see streets coreywhitejr trash ass nigga,1
ot nicca word nigga play jesus,1
obama mock special olympics wendy davis mock handicap ya see pattern democrats tcot uniteblue,2
obamas newly release gitmo jihadi link terrorists syria tcot pjnet,2
obamas faves muslims black ghetto trash via worldnetdaily,0
obamas hellfire missiles tend vaporize jihadis bemetor puremonotheist uniteblue,2
ocean drive give pill think justmoody_ meet pussy ocean drive,1
och hoe wonderbaarlijk dat jan het alweer meet n marokkaanse bner aan de stok heeft na fatima lamyea tofik nu ook abdelka te min gevonden,2
lazy bitch laziest today noregrets,1
course faith baseball year barrybonds goddamn retard morons,0
course mean fajita time rt corporatebarbie flat iron oh bitch never leave,1
lot dope bitch high af,1
offensive line trash,2
offensively joe johnson good lebron better pussies,1
officials jihadi cockroaches book ticket cruise ship syria,2
oh sonia_ hope dre fall dickhole first pussy,1
oh forget live ghettohoodrats,2
oh back nd vap fuck one bitch,1
oh nasty smoke cigarettes nasty wash behind ears everyday stupid little bitch,1
oh yahweh hand upon shadow hover mefor sake house ysrahal mock day long,2
oh bitch lurkin well bitch twerkin,1
oh hell yeah lol rt sedsince vonshayeb know nicca injury prone,1
oh multiple dna old girl man run train hoe,1
oh coon bike week charlotte ok make sense,2
oh look cutler step throw throw int nice flat foot throw cunt,1
oh man could serious first ever chanel bag contender rt evachen grapecolored chanel bag,2
oh god oh god go bitch mob party today oh god,1
oh god bitch walk past legit smell like fish market tfeh tfeh tfeh,1
oh oreo bake chocolate chip cookie surprise,2
oh nah bitch work much even think lol,1
oh nobeeetch watch yo mouth bitch badmatatan one bitch two dog,1
oh tht hoe ode fake,1
oh thachicagobull friday night night bitch cheat,1
oh please pussy,1
oh rt soarie vianawf respect bitch spiteful come children,1
oh shit still light bitch long,1
oh shit rt imdatnigga_jack sherman_king dallas trash hairline trash,1
oh snap realize skinny tranny jar leto wo unrecognizable weight loss geez,2
oh cover bitch want talk shit,1
oh well lil stupid ass bitch fuck youuuuuu rt holdmypursegirl idfwu bitter ass song fuck niggas like,1
oh yeah especially winston niccas lmao rt lolahas_arrived vonshayeb spacejam_teeg think lol niggas,1
oh get new bitch think get new bitch,1
oh one stick bitch,1
oh want pho well saimigi ghetto pho eat shit since break,1
oh go ruin life throw away smoke weed test score higher trash life,2
oh back bitch one walk ever ever,1
oh bitch scandal,1
oh whitney b true gtsob sob weep soblt oh crack industry lose champion ripwhitney ya dumb bitch,1
oh wow avoid bitch,1
ohh amp way leslieeeixta get call blame kimberlyyaye bitch keep sign people want gym buddies lol,1
ohh gawdd wake throw dis nicca paper sleep n damn car n throw n shit n lose phone smh gm,1
ohkay texas bitch keep textin callin cryin stressin bout another bitch allegedly,1
ohmygod please bitch today,1
oi look pussy bed pazzsince,1
ok show cartoon network complete trash stevm universe awwwwwesomeeeeee,2
ok funny proud liberal want end racism call tim scott uncle tom lolz lib idiots tcot,1
ok night night bitch,1
ok bitch say wut think shesaid believe describe urself dumbass,0
ok suck dick suppose cute manor like eat pussy suppose scar,1
okay go need everyone stop call rihanna hoe k thank,1
okay ajay get one time call bitch one light sub tweet like bitch fucc yo light life get go,1
okay number save long okay thancc tf hoe,1
okay reply want anyways bitch,1
okay know like ten years late freak hate ana sofia lose fuck dumb bitch wtf problem,1
okay either scubakitteh super dyke weird car sex fetish,1
okay rt _professorx right bitch rt mndspeak mad open mouth greysanatomy,1
okay kid rickandmorty come know tweet way late sunday night booya bitchesgt outta heregt,1
okay maybe every losangeles evil would people encounter trash another barely human,2
okay natitude sooooo coolgt come bitch call obama bo jingo think gobuycomb,1
okay stop bitch maybe,1
oklahoma yards tu point trashhhhhhhh ass team big xii trash,1
old bitch ass look like get bobble head lilshwenda,1
old head always think young nicca gon runoff wit sacc,1
old hoe lol theshugavery rt moyizzy juice go old bitty,1
old hoe get mad show attention want,1
old lady go pay reach way plate hate eat bar countertops stupid white bitch,1
older black guy factory know none coons work tip right,1
ole girl really tell care boyfriend hoe wrong generation,1
olivias pussy good get jake sip tea enemy op baddest bitch scandalabc,1
omer asik trash offensive side floor dude real life murky doo doo water,2
omfg murk bitch see red dude,1
omfg tattoo hurt like bitch painful,1
omfg crazy bitch,1
omg days exactly week vegas bitch edclv,1
omg dot sure give away free bitch,1
omg hate bitch fuck laugh shut fuck upppp,1
omg go charlie bear twerk team fuck,1
omg kill like pic swear bitch,1
omg bitch buy dildo stfu,1
omg bruh say bitch look like female jb smoove lmao,1
omg chloe pull house like come outside bitch hella cray,1
omg fuck bitch basedgod,1
omg pathetic spineless ball piece trash twitter ever see let go throw blah,1
omg bitch say shit,1
omg bitch stand hum deep annoy tone whole time counter wtf,1
omg cutest little tinker bell ever,2
omg say face stupid ass hoe talkin shit go whoop ass dramatic teenage girls,0
omgggggggggg mila kunis fing hot f sarah marshall like bird anorexic,2
omm bitch dumb ass fuck,1
omoide yokocho shinjuku tokyo japan japn lose japan miguel michn,2
gc lv dis bitch,1
upenn campus black chicks trash go pay,0
handstand rt blaaksuedepumps pop pussy delight,1
mission find zebra cake,2
scale redneck watch days thunder right gocruise,1
break feel xxxtra dumb forget lunch money like hoe,1
shit jus turn bitch dat grow shit,1
anniversary isis amp al qaeda supporters claim ben lade show jihadi authenticity pathetic,2
secret party mission live tweak mock fatpo,2
k online hit niggah,1
westside screamin fuck kd bitch,1
westside screamin fuck kd bitch,1
ya pussy rap sheet whole lot bros,1
againhello hardin county thedrunkstory everyone know hoe name ashley hsn,1
brainwork pacemakers medical device company call contract tinker toy engineer like sc_troll stribpol,2
break ion want pussy nomore rt cprice_ yall really hate xbox huh,1
hate someone everything offensive look bitch eat crackers like damn place,1
one big school full fake bitch,1
one day niggas go learn fuck ugly bitch pregnancies need stop,1
one hoe fine fuck one ugly bitch,1
one man trash anothers transformer,2
one man hoe another man hoe change nigga,1
one man trash another man treasure,2
one man trash another man treasure believe,2
one tonights dog walk sunset aka invisible bird wire sunset invisiblebird wire,2
one night stand hoe nothing,1
one mark_schlabach best look rt mcmurphyespn charlie weis couple months ago hang wnelly,2
one favorite songs man shoreline white parakeet try make bird go home,2
one nigs holler cici keep low key though one lol,1
one biggest arrest loudmouth bitch reesewitherspoon nigga get act like whitebitch police,1
one best faggot joke time stephenkings itgt anybody see faggot lately believe dress obama,1
one great treasure live san diego ready access mexican twinkies make real sugar mexican coca cola,2
one worlds prominent jihadi forums get shut,2
one room full bad bitch lmao believe kick mains myspace,1
one thing stand texting bitch get droids,1
one thing hate lightskin niggas confuse bitch like either go fwm gon fw niggas,1
one thing love relationship understand like cute shit cute bird,1
one thing love russel wilson bitch runnin,1
one thing never love bitch cuz drillin shit love clique,1
one thing loyal nicca,1
one thing always tell lor cousins big cousins bitch ampamp niggah always go good regardless,1
one thing get trust bitch,1
one time high school girl tell friend need proactive tell need weight watchers hahaha bitch,1
one time girl ask problem instantly reply love bad bitch,1
americans degenerate enough honor war dead barbecue anyone grill memorial day trash,2
americans would hire white trash tie international terrorism police officer,0
blood satisfy hungry flame rhollor charlie brown,2
fuckin retard liberal would think xmen jesuschrist mutantgt,1
break nigga go settle break bitch,1
hoe would favorite,1
basic bitch workout planet fitness,1
bitch talk shit,1
break bitch steal money,1
faggot pussies put twitter pic dog,1
faggot use white dss,0
fag say swag shit mad retard,0
fat bitch flat booty hoe today wackkkkk,1
one reason bitch go gay name nt smurf see noone,1
fw bad bitch iont mediocre,1
get loud around ya team ass bitch fraud,1
goofy niggas simp chicks community pussy,1
hoe cheat,1
hoe get k followers instagram,1
hoe love,1
hick town walk national sport bar get busch light smh,2
keep real bitch attendance,1
movie wait see tansformers fail go killer ape shit michael bay,1
negro keep add baby fat get older,1
niggah tl get,1
ounces niggah,1
people home right nurse hoe amp niggas tryna hit hoe,1
retard retweet fuckry,0
family eye n bitch rite heree,1
strong survive nigga pussy,1
strong survive niggas bitch,1
things calm pussy cali tree,1
tweet pussy get superpowers,1
would cut best tight end resign trash nigga make play save life,1
white people use word cunt todd really take,1
white trash morons offend redskins team name liberalism,1
white trash watch football,0
white trash watch hockey,1
white trash would call slant hindis moslems equal,0
word understand blackjesus nigger heavily disappoint show aaronmacgruder stuff blow go,0
oomf hoe know hoe know hoe claim hoe say hoe butwe know hoe hoe,1
oomf get hella hoe,1
oomf get hoe,1
